product_id,product_name,category,subcategory,brand,price,cost,stock_quantity,profit_margin
649,HarperCollins Fiction Class,Books,Fiction,HarperCollins,47.04,30.08,85,36.05
650,H&M Pants Development,Clothing,Pants,H&M,268.84,144.08,153,46.41
651,Nike Dresses Authority,Clothing,Dresses,Nike,257.86,168.41,465,34.69
652,Random House Comics Health,Books,Comics,Random House,17.17,9.82,412,42.81
653,Nike Shirts Either,Clothing,Shirts,Nike,31.15,19.59,237,37.11
654,Zara Pants Poor,Clothing,Pants,Zara,158.86,102.11,260,35.72
655,HarperCollins Children Explain,Books,Children,HarperCollins,38.48,23.95,42,37.76
656,Uniqlo Shirts College,Clothing,Shirts,Uniqlo,243.04,127.33,237,47.61
657,Nike Winter Sports Official,Sports,Winter Sports,Nike,114.93,53.27,135,53.65
658,Home Depot Kitchen Back,Home & Garden,Kitchen,Home Depot,272.02,115.72,57,57.46
659,Nikon Cameras Budget,Electronics,Cameras,Nikon,827.93,373.21,212,54.92
660,Simon & Schuster Fiction Help,Books,Fiction,Simon & Schuster,47.02,26.68,189,43.26
661,West Elm Furniture Offer,Home & Garden,Furniture,West Elm,173.19,116.53,46,32.72
662,Adidas Dresses Maintain,Clothing,Dresses,Adidas,239.87,135.49,268,43.52
663,HP Laptops Type,Electronics,Laptops,HP,1985.99,1198.6,215,39.65
664,Adidas Team Sports Seven,Sports,Team Sports,Adidas,299.21,180.4,229,39.71
665,Samsung Tablets Wide,Electronics,Tablets,Samsung,334.43,229.57,187,31.35
666,Nikon Tablets Interview,Electronics,Tablets,Nikon,1015.14,655.56,160,35.42
667,Random House Fiction Green,Books,Fiction,Random House,49.11,31.29,5,36.29
668,Simon & Schuster Comics American,Books,Comics,Simon & Schuster,17.63,10.06,3,42.94
669,Zara Pants Part,Clothing,Pants,Zara,244.84,162.52,305,33.62
670,Simon & Schuster Fiction Stand,Books,Fiction,Simon & Schuster,32.75,20.87,289,36.27
671,West Elm Kitchen Attack,Home & Garden,Kitchen,West Elm,226.84,110.95,429,51.09
672,Canon Smartphones However,Electronics,Smartphones,Canon,1580.46,1072.89,340,32.12
673,West Elm Furniture Defense,Home & Garden,Furniture,West Elm,674.71,459.76,56,31.86
674,Levi's Shoes Water,Clothing,Shoes,Levi's,290.17,166.68,141,42.56
675,Adidas Pants Plan,Clothing,Pants,Adidas,270.51,109.15,309,59.65
676,Adidas Fitness List,Sports,Fitness,Adidas,447.63,219.61,367,50.94
677,Home Depot Decor Up,Home & Garden,Decor,Home Depot,650.44,261.98,399,59.72
678,West Elm Furniture Public,Home & Garden,Furniture,West Elm,229.43,125.38,236,45.35
679,Nike Shoes His,Clothing,Shoes,Nike,198.77,135.74,148,31.71
680,Zara Shoes Agency,Clothing,Shoes,Zara,40.75,16.73,438,58.94
681,Puma Fitness Home,Sports,Fitness,Puma,290.66,174.84,448,39.85
682,Nike Dresses Very,Clothing,Dresses,Nike,231.22,107.82,2,53.37
683,Under Armour Water Sports Leg,Sports,Water Sports,Under Armour,490.69,251.94,262,48.66
684,West Elm Tools Ten,Home & Garden,Tools,West Elm,126.26,55.64,434,55.93
685,Canon Cameras Situation,Electronics,Cameras,Canon,441.45,231.08,310,47.65
686,IKEA Furniture Police,Home & Garden,Furniture,IKEA,192.16,93.17,33,51.51
687,Under Armour Team Sports Some,Sports,Team Sports,Under Armour,172.1,84.18,9,51.09
688,Wayfair Tools Stock,Home & Garden,Tools,Wayfair,645.04,307.77,459,52.29
689,Wayfair Tools Song,Home & Garden,Tools,Wayfair,525.25,349.11,362,33.53
690,Simon & Schuster Comics Certain,Books,Comics,Simon & Schuster,30.64,15.44,127,49.61
691,Pottery Barn Bedding Camera,Home & Garden,Bedding,Pottery Barn,388.97,231.97,7,40.36
692,Random House Non-Fiction Try,Books,Non-Fiction,Random House,15.91,8.54,264,46.32
693,Gap Shoes Suffer,Clothing,Shoes,Gap,143.24,68.16,445,52.42
694,Home Depot Furniture Hospital,Home & Garden,Furniture,Home Depot,455.77,277.55,214,39.1
695,West Elm Decor Attack,Home & Garden,Decor,West Elm,124.61,59.37,186,52.36
696,Levi's Accessories American,Clothing,Accessories,Levi's,216.54,115.91,322,46.47
697,Zara Shirts Reality,Clothing,Shirts,Zara,259.72,121.87,189,53.08
698,Home Depot Tools Wrong,Home & Garden,Tools,Home Depot,113.57,63.3,421,44.26
699,Wilson Fitness Pm,Sports,Fitness,Wilson,205.08,139.51,158,31.97
700,IKEA Decor Onto,Home & Garden,Decor,IKEA,604.36,355.26,485,41.22
701,Simon & Schuster Comics Themselves,Books,Comics,Simon & Schuster,43.26,24.98,121,42.26
702,HP Laptops Best,Electronics,Laptops,HP,654.07,432.93,39,33.81
703,Home Depot Furniture Assume,Home & Garden,Furniture,Home Depot,360.59,237.45,58,34.15
704,Random House Educational Allow,Books,Educational,Random House,13.74,6.37,196,53.64
705,Uniqlo Accessories Quickly,Clothing,Accessories,Uniqlo,139.68,78.18,368,44.03
706,Pottery Barn Kitchen Particular,Home & Garden,Kitchen,Pottery Barn,777.51,494.6,220,36.39
707,Sony Smartphones Top,Electronics,Smartphones,Sony,833.74,495.23,41,40.6
708,Home Depot Furniture Evidence,Home & Garden,Furniture,Home Depot,748.8,307.38,11,58.95
709,LG Laptops Financial,Electronics,Laptops,LG,1324.2,802.03,196,39.43
710,Simon & Schuster Non-Fiction Do,Books,Non-Fiction,Simon & Schuster,45.96,23.05,446,49.85
711,Nike Outdoor Administration,Sports,Outdoor,Nike,334.01,173.17,366,48.15
712,Sony Cameras Also,Electronics,Cameras,Sony,1535.7,660.16,498,57.01
713,HarperCollins Non-Fiction Chair,Books,Non-Fiction,HarperCollins,25.16,10.14,46,59.7
714,Dell Cameras Machine,Electronics,Cameras,Dell,201.1,116.23,434,42.2
715,Under Armour Winter Sports Method,Sports,Winter Sports,Under Armour,226.56,152.86,89,32.53
716,Nikon Laptops Down,Electronics,Laptops,Nikon,1513.26,638.52,58,57.81
717,West Elm Kitchen Certainly,Home & Garden,Kitchen,West Elm,404.94,258.0,461,36.29
718,Simon & Schuster Fiction Social,Books,Fiction,Simon & Schuster,49.26,31.99,110,35.06
719,Levi's Shirts Address,Clothing,Shirts,Levi's,236.31,113.34,136,52.04
720,West Elm Decor Research,Home & Garden,Decor,West Elm,660.97,319.1,188,51.72
721,Home Depot Kitchen How,Home & Garden,Kitchen,Home Depot,410.31,227.32,429,44.6
722,LG Tablets Government,Electronics,Tablets,LG,244.34,128.45,376,47.43
723,West Elm Decor Industry,Home & Garden,Decor,West Elm,277.15,145.73,200,47.42
724,Under Armour Winter Sports Others,Sports,Winter Sports,Under Armour,100.6,40.7,96,59.54
725,Dell Laptops Figure,Electronics,Laptops,Dell,1126.21,732.0,72,35.0
726,Wayfair Bedding Child,Home & Garden,Bedding,Wayfair,115.02,67.9,420,40.97
727,Nikon Cameras Likely,Electronics,Cameras,Nikon,1361.67,785.15,254,42.34
728,Random House Comics Question,Books,Comics,Random House,36.27,16.1,134,55.61
729,H&M Pants Itself,Clothing,Pants,H&M,164.01,88.91,423,45.79
730,Random House Educational Production,Books,Educational,Random House,48.57,24.15,319,50.28
731,LG Cameras Current,Electronics,Cameras,LG,1735.75,1010.55,471,41.78
732,Uniqlo Shirts On,Clothing,Shirts,Uniqlo,112.46,55.79,403,50.39
733,Home Depot Decor Across,Home & Garden,Decor,Home Depot,370.39,218.01,471,41.14
734,West Elm Decor They,Home & Garden,Decor,West Elm,222.66,137.44,76,38.27
735,Nike Winter Sports Property,Sports,Winter Sports,Nike,109.64,45.22,87,58.76
736,Canon Laptops Never,Electronics,Laptops,Canon,1939.36,1179.87,178,39.16
737,Wayfair Bedding Consumer,Home & Garden,Bedding,Wayfair,780.45,473.47,475,39.33
738,Adidas Accessories Idea,Clothing,Accessories,Adidas,101.32,49.75,130,50.9
739,Adidas Winter Sports Treat,Sports,Winter Sports,Adidas,143.44,92.53,269,35.49
740,HarperCollins Children Decade,Books,Children,HarperCollins,34.11,15.56,181,54.38
741,Dell Tablets World,Electronics,Tablets,Dell,735.48,308.16,60,58.1
742,Zara Shirts Community,Clothing,Shirts,Zara,55.25,29.61,430,46.41
743,Adidas Water Sports Try,Sports,Water Sports,Adidas,242.95,112.94,236,53.51
744,Wilson Fitness Indeed,Sports,Fitness,Wilson,222.04,117.7,327,46.99
745,Levi's Pants Take,Clothing,Pants,Levi's,106.48,52.66,79,50.54
746,Wilson Team Sports Light,Sports,Team Sports,Wilson,372.65,211.77,100,43.17
747,Pottery Barn Furniture Key,Home & Garden,Furniture,Pottery Barn,431.04,248.76,426,42.29
748,Simon & Schuster Non-Fiction Since,Books,Non-Fiction,Simon & Schuster,16.27,9.63,440,40.81
749,IKEA Decor Draw,Home & Garden,Decor,IKEA,622.6,308.84,72,50.4
750,West Elm Kitchen Run,Home & Garden,Kitchen,West Elm,692.76,280.31,62,59.54
751,Adidas Winter Sports Put,Sports,Winter Sports,Adidas,349.34,233.79,321,33.08
752,Pottery Barn Furniture Black,Home & Garden,Furniture,Pottery Barn,40.46,20.42,375,49.53
753,Simon & Schuster Children Begin,Books,Children,Simon & Schuster,46.73,29.6,200,36.66
754,Reebok Outdoor For,Sports,Outdoor,Reebok,272.33,176.67,262,35.13
755,LG Headphones Employee,Electronics,Headphones,LG,664.62,440.34,285,33.75
756,Zara Shoes Base,Clothing,Shoes,Zara,85.25,57.88,275,32.11
757,Canon Tablets Skin,Electronics,Tablets,Canon,169.24,92.54,170,45.32
758,Pottery Barn Kitchen Ask,Home & Garden,Kitchen,Pottery Barn,526.54,307.98,96,41.51
759,Simon & Schuster Comics Low,Books,Comics,Simon & Schuster,28.73,19.15,253,33.34
760,Adidas Shoes Group,Clothing,Shoes,Adidas,148.24,97.75,124,34.06
761,Random House Fiction Drop,Books,Fiction,Random House,12.06,8.29,357,31.26
762,Sony Headphones Trade,Electronics,Headphones,Sony,808.15,352.14,237,56.43
763,Home Depot Kitchen Picture,Home & Garden,Kitchen,Home Depot,222.42,121.56,464,45.35
764,HarperCollins Children Most,Books,Children,HarperCollins,27.66,15.36,186,44.47
765,Sony Tablets Treatment,Electronics,Tablets,Sony,1395.09,846.05,405,39.36
766,IKEA Tools Tonight,Home & Garden,Tools,IKEA,487.48,241.07,181,50.55
767,Samsung Tablets Up,Electronics,Tablets,Samsung,1881.21,905.93,39,51.84
768,HarperCollins Children Traditional,Books,Children,HarperCollins,47.9,31.84,328,33.53
769,West Elm Bedding Maybe,Home & Garden,Bedding,West Elm,550.83,249.31,393,54.74
770,Samsung Headphones Bar,Electronics,Headphones,Samsung,1786.57,944.87,476,47.11
771,Puma Team Sports Fact,Sports,Team Sports,Puma,166.48,114.03,321,31.51
772,HarperCollins Fiction Boy,Books,Fiction,HarperCollins,14.45,9.69,121,32.94
773,Under Armour Fitness Exactly,Sports,Fitness,Under Armour,124.48,85.23,218,31.53
774,Penguin Educational To,Books,Educational,Penguin,22.18,12.2,149,45.0
775,Simon & Schuster Comics Cultural,Books,Comics,Simon & Schuster,24.33,11.14,374,54.21
776,West Elm Kitchen Lay,Home & Garden,Kitchen,West Elm,468.11,312.68,114,33.2
777,Dell Smartphones Set,Electronics,Smartphones,Dell,1162.15,722.1,250,37.87
778,Canon Cameras Want,Electronics,Cameras,Canon,1422.51,923.8,150,35.06
779,Gap Shirts Film,Clothing,Shirts,Gap,40.41,18.89,64,53.25
780,Penguin Educational Center,Books,Educational,Penguin,40.96,16.91,114,58.72
781,Nikon Laptops Person,Electronics,Laptops,Nikon,896.25,492.46,79,45.05
782,IKEA Decor Do,Home & Garden,Decor,IKEA,552.42,356.67,72,35.43
783,Gap Dresses Allow,Clothing,Dresses,Gap,55.43,22.98,345,58.54
784,Levi's Accessories Study,Clothing,Accessories,Levi's,246.68,169.61,156,31.24
785,Wilson Team Sports However,Sports,Team Sports,Wilson,446.29,233.52,151,47.68
786,Adidas Dresses Religious,Clothing,Dresses,Adidas,57.04,24.77,120,56.57
787,HP Tablets Suddenly,Electronics,Tablets,HP,1581.57,850.05,115,46.25
788,Uniqlo Shoes Even,Clothing,Shoes,Uniqlo,60.09,41.07,480,31.65
789,Puma Outdoor Side,Sports,Outdoor,Puma,367.32,193.42,316,47.34
790,Wilson Outdoor I,Sports,Outdoor,Wilson,68.73,28.64,247,58.33
791,Dell Tablets View,Electronics,Tablets,Dell,1184.84,631.65,122,46.69
792,Uniqlo Dresses Brother,Clothing,Dresses,Uniqlo,251.6,146.5,127,41.77
793,Wilson Outdoor Father,Sports,Outdoor,Wilson,107.23,51.19,254,52.26
794,Wayfair Bedding Yeah,Home & Garden,Bedding,Wayfair,630.32,417.56,95,33.75
795,West Elm Tools Decide,Home & Garden,Tools,West Elm,665.28,434.54,266,34.68
796,Wayfair Bedding Move,Home & Garden,Bedding,Wayfair,57.43,39.1,438,31.92
797,Simon & Schuster Non-Fiction Similar,Books,Non-Fiction,Simon & Schuster,33.88,22.95,200,32.26
798,Sony Smartphones Defense,Electronics,Smartphones,Sony,642.94,258.82,31,59.74
799,Nike Water Sports These,Sports,Water Sports,Nike,75.63,32.91,39,56.49
800,Simon & Schuster Children West,Books,Children,Simon & Schuster,19.7,11.7,208,40.61
801,Samsung Smartphones Should,Electronics,Smartphones,Samsung,1588.83,887.95,170,44.11
802,Uniqlo Shirts Move,Clothing,Shirts,Uniqlo,245.71,130.56,447,46.86
803,Puma Fitness Turn,Sports,Fitness,Puma,314.69,167.73,50,46.7
804,Samsung Cameras Skill,Electronics,Cameras,Samsung,1664.05,981.1,134,41.04
805,HP Smartphones At,Electronics,Smartphones,HP,610.54,334.49,89,45.21
806,Simon & Schuster Comics Itself,Books,Comics,Simon & Schuster,38.28,15.77,11,58.8
807,Random House Non-Fiction Modern,Books,Non-Fiction,Random House,28.2,14.22,205,49.57
808,Sony Laptops First,Electronics,Laptops,Sony,1453.03,773.93,241,46.74
809,Home Depot Furniture Section,Home & Garden,Furniture,Home Depot,278.37,146.79,446,47.27
810,Gap Accessories Shake,Clothing,Accessories,Gap,132.04,88.23,231,33.18
811,Wayfair Furniture Center,Home & Garden,Furniture,Wayfair,521.76,235.48,302,54.87
812,Puma Winter Sports Rock,Sports,Winter Sports,Puma,117.64,51.09,365,56.57
813,Uniqlo Accessories Now,Clothing,Accessories,Uniqlo,291.32,184.12,326,36.8
814,HarperCollins Non-Fiction She,Books,Non-Fiction,HarperCollins,42.65,27.96,156,34.44
815,Random House Educational Physical,Books,Educational,Random House,18.59,12.4,418,33.3
816,Gap Shoes These,Clothing,Shoes,Gap,164.22,99.76,300,39.25
817,Uniqlo Pants Form,Clothing,Pants,Uniqlo,59.03,31.03,340,47.43
818,Nikon Laptops When,Electronics,Laptops,Nikon,76.53,40.07,354,47.64
819,Penguin Educational Foreign,Books,Educational,Penguin,11.6,7.54,109,35.0
820,Random House Comics Turn,Books,Comics,Random House,24.22,11.4,353,52.93
821,IKEA Kitchen Approach,Home & Garden,Kitchen,IKEA,275.4,166.11,402,39.68
822,Reebok Outdoor Heart,Sports,Outdoor,Reebok,48.64,27.1,280,44.28
823,Random House Fiction No,Books,Fiction,Random House,48.35,19.72,400,59.21
824,IKEA Furniture Feel,Home & Garden,Furniture,IKEA,613.02,264.23,113,56.9
825,Puma Outdoor Realize,Sports,Outdoor,Puma,105.8,58.03,322,45.15
826,Penguin Children Matter,Books,Children,Penguin,41.43,28.28,266,31.74
827,Reebok Fitness Event,Sports,Fitness,Reebok,227.73,126.27,66,44.55
828,Random House Children Employee,Books,Children,Random House,38.06,23.43,340,38.44
829,Sony Smartphones Open,Electronics,Smartphones,Sony,344.77,201.16,76,41.65
830,Penguin Fiction Street,Books,Fiction,Penguin,23.16,13.42,141,42.06
831,Levi's Dresses Past,Clothing,Dresses,Levi's,210.31,131.73,135,37.36
832,IKEA Bedding Final,Home & Garden,Bedding,IKEA,775.64,462.93,459,40.32
833,Adidas Pants Middle,Clothing,Pants,Adidas,143.93,81.39,470,43.45
834,Nikon Cameras Understand,Electronics,Cameras,Nikon,170.84,92.34,360,45.95
835,H&M Pants Great,Clothing,Pants,H&M,210.35,100.74,88,52.11
836,Nikon Headphones Cell,Electronics,Headphones,Nikon,1088.08,713.46,475,34.43
837,Sony Cameras Style,Electronics,Cameras,Sony,478.37,260.51,445,45.54
838,Wayfair Decor Movie,Home & Garden,Decor,Wayfair,630.09,319.13,223,49.35
839,Levi's Shirts Perform,Clothing,Shirts,Levi's,57.71,37.76,138,34.57
840,HarperCollins Non-Fiction Member,Books,Non-Fiction,HarperCollins,32.23,17.58,7,45.45
841,Under Armour Outdoor Suddenly,Sports,Outdoor,Under Armour,494.87,256.82,157,48.1
842,Home Depot Furniture Than,Home & Garden,Furniture,Home Depot,692.58,280.59,400,59.49
843,Pottery Barn Decor Color,Home & Garden,Decor,Pottery Barn,551.44,336.01,499,39.07
844,Under Armour Winter Sports Reach,Sports,Winter Sports,Under Armour,489.04,205.39,463,58.0
845,HarperCollins Comics Focus,Books,Comics,HarperCollins,23.86,12.19,75,48.91
846,West Elm Tools Goal,Home & Garden,Tools,West Elm,427.42,213.63,376,50.02
847,IKEA Tools Technology,Home & Garden,Tools,IKEA,271.84,124.4,206,54.24
848,Random House Comics Policy,Books,Comics,Random House,30.52,14.46,22,52.62
849,H&M Dresses Low,Clothing,Dresses,H&M,198.84,111.29,441,44.03
850,Gap Dresses While,Clothing,Dresses,Gap,240.36,120.25,420,49.97
851,Gap Accessories Organization,Clothing,Accessories,Gap,172.96,80.52,494,53.45
852,Nikon Headphones Only,Electronics,Headphones,Nikon,1460.13,596.8,42,59.13
853,Puma Water Sports Yes,Sports,Water Sports,Puma,424.8,270.47,43,36.33
854,Wilson Winter Sports Perform,Sports,Winter Sports,Wilson,217.32,98.03,416,54.89
855,Adidas Team Sports Of,Sports,Team Sports,Adidas,261.81,173.5,323,33.73
856,HarperCollins Fiction Could,Books,Fiction,HarperCollins,16.83,6.92,313,58.88
857,H&M Shoes Culture,Clothing,Shoes,H&M,52.71,27.48,202,47.87
858,Nike Pants Wish,Clothing,Pants,Nike,106.09,60.24,205,43.22
859,Home Depot Bedding Subject,Home & Garden,Bedding,Home Depot,764.76,391.12,178,48.86
860,Pottery Barn Bedding Field,Home & Garden,Bedding,Pottery Barn,651.29,382.59,77,41.26
861,HarperCollins Children Grow,Books,Children,HarperCollins,14.96,10.12,327,32.35
862,Adidas Shoes Hair,Clothing,Shoes,Adidas,183.62,93.81,93,48.91
863,Penguin Fiction Role,Books,Fiction,Penguin,25.53,12.17,202,52.33
864,Zara Shoes Find,Clothing,Shoes,Zara,290.61,171.69,300,40.92
865,West Elm Tools Agreement,Home & Garden,Tools,West Elm,440.87,194.11,111,55.97
866,Samsung Tablets Should,Electronics,Tablets,Samsung,1596.47,829.36,28,48.05
867,Nike Pants Rather,Clothing,Pants,Nike,276.34,181.21,301,34.42
868,Canon Laptops Writer,Electronics,Laptops,Canon,1864.92,1267.64,244,32.03
869,Levi's Accessories Far,Clothing,Accessories,Levi's,180.52,80.39,134,55.47
870,Random House Non-Fiction Civil,Books,Non-Fiction,Random House,24.29,16.21,236,33.26
871,Random House Non-Fiction Can,Books,Non-Fiction,Random House,19.91,13.07,366,34.35
872,HarperCollins Educational Against,Books,Educational,HarperCollins,43.68,25.25,136,42.19
873,Sony Headphones Act,Electronics,Headphones,Sony,907.65,573.24,125,36.84
874,Penguin Non-Fiction Budget,Books,Non-Fiction,Penguin,29.91,14.43,144,51.76
875,LG Tablets First,Electronics,Tablets,LG,826.93,573.36,482,30.66
876,Random House Comics Provide,Books,Comics,Random House,12.61,8.3,141,34.18
877,Canon Laptops Perhaps,Electronics,Laptops,Canon,1052.7,685.04,45,34.93
878,Samsung Headphones Popular,Electronics,Headphones,Samsung,82.94,45.11,387,45.61
879,HarperCollins Non-Fiction Instead,Books,Non-Fiction,HarperCollins,48.25,32.03,23,33.62
880,IKEA Decor By,Home & Garden,Decor,IKEA,756.08,504.26,336,33.31
881,IKEA Tools Break,Home & Garden,Tools,IKEA,380.81,193.83,62,49.1
882,Puma Team Sports Sort,Sports,Team Sports,Puma,132.04,91.41,271,30.77
883,Levi's Shirts Themselves,Clothing,Shirts,Levi's,246.6,168.21,495,31.79
884,Reebok Outdoor Think,Sports,Outdoor,Reebok,43.0,25.18,479,41.44
885,Random House Children Material,Books,Children,Random House,29.43,16.2,161,44.95
886,Puma Winter Sports Like,Sports,Winter Sports,Puma,237.19,120.69,370,49.12
887,Puma Water Sports New,Sports,Water Sports,Puma,416.69,268.73,308,35.51
888,HP Headphones Fund,Electronics,Headphones,HP,307.11,169.62,345,44.77
889,Apple Cameras Such,Electronics,Cameras,Apple,931.42,517.61,118,44.43
890,Puma Winter Sports Far,Sports,Winter Sports,Puma,231.44,121.58,194,47.47
891,Pottery Barn Decor Hot,Home & Garden,Decor,Pottery Barn,202.61,102.87,51,49.23
892,Penguin Non-Fiction Detail,Books,Non-Fiction,Penguin,41.46,21.12,228,49.06
893,Pottery Barn Kitchen Others,Home & Garden,Kitchen,Pottery Barn,337.54,219.62,498,34.94
894,Nike Accessories Single,Clothing,Accessories,Nike,269.95,148.65,4,44.93
895,HP Cameras Think,Electronics,Cameras,HP,863.81,569.02,208,34.13
896,Wayfair Tools Range,Home & Garden,Tools,Wayfair,561.46,347.88,235,38.04
897,Uniqlo Shirts Almost,Clothing,Shirts,Uniqlo,108.51,68.25,214,37.1
898,Samsung Cameras Set,Electronics,Cameras,Samsung,799.46,496.88,416,37.85
899,Home Depot Tools Half,Home & Garden,Tools,Home Depot,348.18,140.77,395,59.57
900,Apple Smartphones Less,Electronics,Smartphones,Apple,599.01,252.85,142,57.79
901,H&M Pants Score,Clothing,Pants,H&M,263.23,127.31,179,51.64
902,Nikon Cameras President,Electronics,Cameras,Nikon,231.08,147.25,338,36.28
903,Adidas Outdoor Office,Sports,Outdoor,Adidas,101.06,40.66,357,59.77
904,Puma Water Sports Husband,Sports,Water Sports,Puma,101.24,42.83,42,57.69
905,Nike Pants If,Clothing,Pants,Nike,161.84,66.32,499,59.02
906,Adidas Outdoor Worker,Sports,Outdoor,Adidas,312.38,161.7,142,48.24
907,Apple Cameras Career,Electronics,Cameras,Apple,759.38,471.44,204,37.92
908,Wilson Winter Sports Six,Sports,Winter Sports,Wilson,296.62,120.28,201,59.45
909,Wilson Team Sports Lawyer,Sports,Team Sports,Wilson,301.43,202.77,77,32.73
910,Zara Accessories Phone,Clothing,Accessories,Zara,284.18,179.6,276,36.8
911,Simon & Schuster Educational Control,Books,Educational,Simon & Schuster,40.43,22.06,270,45.44
912,Nikon Headphones Time,Electronics,Headphones,Nikon,1842.04,1019.51,68,44.65
913,H&M Accessories Still,Clothing,Accessories,H&M,179.98,80.09,342,55.5
914,Random House Comics Dinner,Books,Comics,Random House,38.63,25.75,82,33.34
915,Puma Outdoor Economic,Sports,Outdoor,Puma,279.81,145.66,338,47.94
916,Reebok Fitness Our,Sports,Fitness,Reebok,393.66,208.44,228,47.05
917,Samsung Tablets Ground,Electronics,Tablets,Samsung,1225.55,857.81,110,30.01
918,Nikon Cameras Suddenly,Electronics,Cameras,Nikon,367.55,151.69,353,58.73
919,H&M Accessories Effort,Clothing,Accessories,H&M,77.47,47.15,238,39.14
920,Simon & Schuster Educational With,Books,Educational,Simon & Schuster,40.43,21.66,415,46.43
921,IKEA Tools Woman,Home & Garden,Tools,IKEA,479.21,260.41,27,45.66
922,IKEA Furniture Side,Home & Garden,Furniture,IKEA,613.9,365.43,290,40.47
923,Adidas Shoes Thing,Clothing,Shoes,Adidas,211.23,100.4,411,52.47
924,Simon & Schuster Comics Across,Books,Comics,Simon & Schuster,13.33,6.08,77,54.39
925,Pottery Barn Kitchen Alone,Home & Garden,Kitchen,Pottery Barn,546.74,375.81,432,31.26
926,Sony Tablets Skill,Electronics,Tablets,Sony,1981.72,950.43,142,52.04
927,Under Armour Fitness Remain,Sports,Fitness,Under Armour,419.36,247.64,160,40.95
928,Canon Cameras Production,Electronics,Cameras,Canon,213.26,134.77,261,36.8
929,Adidas Fitness Want,Sports,Fitness,Adidas,335.84,183.45,234,45.38
930,Penguin Fiction Care,Books,Fiction,Penguin,47.9,19.75,195,58.77
931,Zara Shirts Real,Clothing,Shirts,Zara,84.72,36.07,486,57.42
932,Sony Smartphones Half,Electronics,Smartphones,Sony,1947.91,955.95,226,50.92
933,Dell Laptops Sing,Electronics,Laptops,Dell,417.83,253.53,216,39.32
934,Uniqlo Shirts Have,Clothing,Shirts,Uniqlo,119.43,65.53,54,45.13
935,Puma Team Sports Year,Sports,Team Sports,Puma,64.9,43.29,355,33.3
936,Zara Shoes Deal,Clothing,Shoes,Zara,146.33,96.53,1,34.03
937,Apple Laptops Physical,Electronics,Laptops,Apple,264.46,134.64,196,49.09
938,Random House Children Good,Books,Children,Random House,42.08,26.34,32,37.4
939,Nike Shirts Traditional,Clothing,Shirts,Nike,122.26,62.68,283,48.73
940,Simon & Schuster Children Reason,Books,Children,Simon & Schuster,24.06,11.25,358,53.24
941,Adidas Outdoor Cover,Sports,Outdoor,Adidas,61.5,31.85,254,48.21
942,Nikon Headphones Trial,Electronics,Headphones,Nikon,1858.89,861.5,323,53.66
943,Adidas Team Sports Purpose,Sports,Team Sports,Adidas,295.7,172.01,406,41.83
944,Wayfair Decor Hope,Home & Garden,Decor,Wayfair,486.5,266.3,31,45.26
945,Wilson Winter Sports Instead,Sports,Winter Sports,Wilson,246.29,102.78,34,58.27
946,Adidas Accessories Room,Clothing,Accessories,Adidas,267.19,112.48,155,57.9
947,Wilson Fitness Design,Sports,Fitness,Wilson,236.81,99.66,208,57.92
948,West Elm Bedding Look,Home & Garden,Bedding,West Elm,196.85,127.59,92,35.18
949,Random House Non-Fiction Thousand,Books,Non-Fiction,Random House,12.29,7.12,332,42.07
950,H&M Dresses Test,Clothing,Dresses,H&M,143.49,72.63,222,49.38
951,Samsung Headphones Method,Electronics,Headphones,Samsung,1904.28,880.03,160,53.79
952,Nikon Laptops Relate,Electronics,Laptops,Nikon,756.38,450.28,53,40.47
953,Random House Educational Skin,Books,Educational,Random House,47.35,30.16,188,36.3
954,Wilson Fitness Discover,Sports,Fitness,Wilson,223.67,136.37,183,39.03
955,LG Cameras Born,Electronics,Cameras,LG,1535.28,1046.31,478,31.85
956,HarperCollins Fiction Continue,Books,Fiction,HarperCollins,35.89,18.38,498,48.79
957,Wilson Fitness Technology,Sports,Fitness,Wilson,142.55,82.7,220,41.99
958,HarperCollins Comics Her,Books,Comics,HarperCollins,22.61,14.02,335,37.99
959,Adidas Accessories Coach,Clothing,Accessories,Adidas,153.1,95.74,498,37.47
960,Adidas Team Sports Foreign,Sports,Team Sports,Adidas,208.8,105.44,478,49.5
961,Adidas Water Sports High,Sports,Water Sports,Adidas,364.3,181.43,303,50.2
962,Simon & Schuster Children Nice,Books,Children,Simon & Schuster,14.71,6.66,274,54.72
963,Nike Outdoor Serve,Sports,Outdoor,Nike,124.88,53.24,254,57.37
964,HarperCollins Non-Fiction Though,Books,Non-Fiction,HarperCollins,38.75,16.03,276,58.63
965,Wilson Team Sports Might,Sports,Team Sports,Wilson,416.04,264.39,386,36.45
966,HarperCollins Children Surface,Books,Children,HarperCollins,31.72,18.75,67,40.89
967,Uniqlo Dresses Almost,Clothing,Dresses,Uniqlo,83.86,37.5,360,55.28
968,Sony Cameras Can,Electronics,Cameras,Sony,311.3,132.79,220,57.34
969,Pottery Barn Bedding Do,Home & Garden,Bedding,Pottery Barn,706.32,342.51,141,51.51
970,Adidas Shoes Beyond,Clothing,Shoes,Adidas,133.83,88.3,61,34.02
971,Canon Smartphones Sing,Electronics,Smartphones,Canon,956.48,660.86,339,30.91
972,HarperCollins Educational Teach,Books,Educational,HarperCollins,17.47,10.24,52,41.39
